population,avg_age,CODED_PARTY_AFFILIATION,age_stddev,RESIDENTIAL_ZIP,Score,General,Primary,Special
6,45.666666667,-0.5,21.313532477,44634,0.161458333,0.306666667,0.071428571,0.0625
180,49.722222222,-0.177777778,18.585467848,45356,0.176779860,0.323720535,0.077123464,0.056763285
2,66,-1,0,45720,0.4296875,0.78,0.214285715,0.125
378,51.431216931,-0.066137566,19.533736826,45429,0.178332703,0.332915958,0.075462985,0.028745645
16,48.25,-0.0625,20.094775440,45169,0.150290865,0.268072917,0.070833333,0.068181818
91,53.472527473,-0.307692308,21.024504570,44408,0.238910204,0.437895811,0.108258603,0.05
7,35.285714286,0,19.085022799,44807,0.255350673,0.346122449,0.191836735,0.083333333
23,44.869565217,-0.086956522,17.749018789,45850,0.127448646,0.255689817,0.044718144,0
241,49.236514523,-0.062240664,18.016372030,44140,0.214063780,0.390470631,0.089140345,0.009909910
21,46.380952381,0.047619048,18.985458094,43357,0.175496032,0.303200237,0.102120848,0.016666667
189,47.915343915,0.169312169,19.276080082,44511,0.176734023,0.316128142,0.091430216,0.024074074
2913,43.559560590,0.050806728,16.665708816,43068,0.062773585,0.123920527,0.014011523,0.003950244
385,44.592207792,-0.025974026,17.068258844,45251,0.090660180,0.179894353,0.030367693,0.005069708
17,42.470588235,-0.352941176,13.816284084,44490,0.159691319,0.288907563,0.074789916,0
2,39,0,2.828427125,43336,0.144270834,0.372173913,0,0
9,59.333333333,-0.222222222,18.323482202,43556,0.284532073,0.524166667,0.133333333,0.125
56,45.517857143,-0.089285714,18.207881482,44710,0.179342791,0.308297784,0.093759055,0.026315789
23,45.260869565,-0.217391304,15.731316166,45345,0.103295937,0.202249671,0.042311312,0.014705882
62,52.467741935,-0.064516129,20.177668017,44072,0.240552877,0.416154534,0.113047910,0.069148936
1246,49.170144462,0.076243981,18.222849185,44145,0.140751448,0.262379445,0.052171966,0.003118503
2,35,0,21.213203436,45831,0.225,0.53,0.014285714,0.25
188,50.223404255,0.005319149,18.449036179,45432,0.156482637,0.275959980,0.059968513,0.018192488
33,48.151515152,-0.212121212,18.858223028,44275,0.256377201,0.386782107,0.142710365,0.211805556
9,44.666666667,-0.222222222,21.195518394,43534,0.277976190,0.425608466,0.082359307,0.035714286
705,50.643971631,-0.062411348,19.420570927,45459,0.147406027,0.284292589,0.056443927,0.013812155
269,49.669144981,0.029739777,19.659560917,43623,0.159986177,0.301715495,0.063053573,0.035891089
81,40.567901235,-0.135802469,17.398231427,45015,0.085311487,0.181910092,0.021567760,0
54,47.888888889,0.185185185,18.555034578,45217,0.130769253,0.270121906,0.036715653,0.074324324
188,45.680851064,0.223404255,17.327121806,44123,0.153921059,0.286969537,0.063143563,0.001851852
25,48.52,-0.12,17.640200301,45869,0.152782234,0.288688619,0.061853480,0.027777778
87,46.540229885,-0.183908046,18.588446398,45640,0.143412918,0.280996424,0.052554735,0.035714286
13,48.384615385,-0.230769231,16.992834085,44865,0.132612179,0.247692308,0.064835165,0
3,53.666666667,0.666666667,11.930353445,45111,0.135416667,0.28,0.047619048,0
8,52.375,0.125,19.360766661,43971,0.089196162,0.181780303,0.032142857,0
90,52.766666667,0.011111111,19.564959505,43452,0.183709859,0.341302277,0.070168500,0.068493151
26,51.769230769,0.192307692,20.476928856,44451,0.178863190,0.319664066,0.092572134,0
160,39.875,0.18125,13.252625229,45226,0.125898646,0.252282333,0.045355465,0.014285714
245,51.412244898,-0.085714286,18.528153508,44906,0.132615843,0.254780627,0.055985608,0.022959184
2017,43.713435796,0.056023798,14.392636970,43035,0.114032864,0.215967213,0.031544117,0.003807107
57,42.368421053,0.157894737,16.191522891,43620,0.093956101,0.180282154,0.039075932,0.029411765
37,48.459459459,0.081081081,21.733991036,45693,0.170634336,0.312190635,0.084423843,0
443,48.846501129,0.047404063,17.395295177,44022,0.164382161,0.297991433,0.058216246,0.004888268
36,48.694444444,0.111111111,17.124451098,43777,0.177965730,0.335297907,0.077007470,0
1,41,-1,,45301,0.046875,0.08,0.028571429,0
193,48.367875648,-0.025906736,18.224994403,43420,0.194707368,0.330744617,0.093806274,0.111502347
27,58.148148148,-0.037037037,19.524548067,44003,0.178365902,0.338793804,0.076783710,0.065217391
14,56.714285714,-0.5,15.944271078,45672,0.228675912,0.464920635,0.086136524,0
1,20,0,,44627,0.166666667,0.333333333,0,
22,54.409090909,-0.090909091,25.837696880,44076,0.329638720,0.537327804,0.204537447,0.115384615
440,42.636363636,0.063636364,17.166066687,43207,0.094434235,0.185362326,0.027359725,0.011737089
55,54.418181818,-0.254545455,19.919923870,45875,0.217842001,0.397850477,0.107143268,0.043478261
260,49.684615385,-0.130769231,18.753237915,45248,0.170225751,0.346198573,0.057129436,0.017857143
498,43.403614458,0.018072289,13.028978188,43064,0.128040461,0.238436593,0.038057948,0.014430894
24,43.125,-0.333333333,16.111871130,45784,0.262341284,0.325158011,0.076016467,0
177,41.378531073,0.327683616,15.045317608,45223,0.125778672,0.255008125,0.043267076,0.013513514
8,54.625,0.125,17.229024514,45849,0.149290589,0.277260766,0.071428571,0.035714286
257,48.373540856,-0.023346304,18.364807981,45414,0.141631575,0.267749072,0.051624655,0.027925532
866,51.255196305,0.048498845,18.740102640,44143,0.135611380,0.262367224,0.046794446,0.000732064
46,54.913043478,-0.695652174,17.356172244,43518,0.305112151,0.543574160,0.165673276,0.006410256
30,55.733333333,-0.166666667,20.185234162,44412,0.189601371,0.343326007,0.093663004,0.072916667
111,56.252252252,-0.018018018,18.299760788,44040,0.172201370,0.327319361,0.077531354,0
62,51.387096774,-0.129032258,15.707735213,43146,0.141393969,0.274848536,0.057801572,0.027272727
155,49.696774194,-0.109677419,19.373423419,44663,0.191469078,0.347861692,0.079402323,0.027777778
4,55.5,0,14.083086783,45724,0.188616071,0.331904762,0.107575757,0
20,40.8,0.2,18.397940388,44704,0.137460668,0.237283942,0.072427435,0.090909091
14,48.071428571,-0.5,20.001785635,43554,0.194840253,0.333845328,0.105269177,0.125
55,48.8,0.054545455,20.643714854,44255,0.167155592,0.304146016,0.078089192,0.108974359
64,50.0625,0,17.548006715,44481,0.179119930,0.332430729,0.083450164,0.057692308
27,50.703703704,-0.222222222,16.250005479,43331,0.133420451,0.268171861,0.043301143,0.035714286
49,45.612244898,0.163265306,21.903021411,44234,0.296710843,0.470728200,0.134210008,0.305555556
43,52.255813953,-0.279069767,21.005773609,43080,0.249842046,0.430611169,0.138834377,0.057142857
116,52.689655172,-0.137931034,18.556336685,44839,0.229889486,0.411801804,0.115461183,0.051630435
35,46.742857143,0,18.378924722,45614,0.129357783,0.265485784,0.042675737,0
8,48.75,-0.25,16.015617378,44887,0.195572917,0.420434783,0.053676471,0.035714286
156,47.557692308,-0.070512821,18.378191980,45662,0.125331358,0.225485853,0.045426483,0.011363636
480,42.679166667,0.120833333,16.636265418,43232,0.100497976,0.188559296,0.028264671,0.006786102
7,46.714285714,-0.571428571,18.891923192,45844,0.305999373,0.551063373,0.156450856,0.0625
915,49.937704918,0.025136612,19.303276022,44130,0.140831256,0.254750459,0.066305443,0.033011869
222,43.288288288,0.139639640,16.044839538,45419,0.168216033,0.294826223,0.071045539,0.015822785
29,56.413793103,0.137931034,17.019982460,44401,0.256494204,0.468807170,0.130142945,0.019230769
19,48.947368421,-0.421052632,20.948279389,44814,0.220031269,0.364399460,0.134116541,0.057692308
41,51.780487805,-0.121951220,18.660804103,45176,0.219332757,0.410723049,0.096421990,0.030303030
50,57.9,0.22,16.496443649,44442,0.282822249,0.497739181,0.157149612,0.017045455
50,39.9,0.18,14.091899540,45203,0.084770495,0.170230493,0.030104166,0.008620690
122,46.868852459,-0.008196721,19.481269164,45804,0.125221305,0.234067637,0.055952357,0.038690476
15,52.933333333,0,19.016784566,44836,0.332291667,0.554666667,0.191428571,0.104166667
13,45.307692308,0.153846154,20.564470231,43942,0.101360279,0.229836932,0.019844861,0
16,39.25,-0.125,16.727223320,45613,0.130427178,0.254032738,0.056563573,0
12,59.75,0,14.943073798,43983,0.234068627,0.420416667,0.123809524,0.022727273
21,54.761904762,-0.047619048,19.395630338,43440,0.126544230,0.252510823,0.044897959,0.014705882
658,48.770516717,0.010638298,18.651834780,44094,0.170092611,0.310925844,0.073403121,0.052213001
12,50.833333333,-0.416666667,22.147576651,45896,0.161739645,0.302413420,0.073214286,0
16,53.8125,-0.0625,24.631196344,44609,0.199165483,0.356309524,0.108630952,0
39,46.538461538,-0.435897436,17.120080782,43102,0.176287430,0.330570351,0.073175681,0.064814815
63,44.111111111,0.015873016,17.065444345,44707,0.154487143,0.289007891,0.051923028,0.035714286
1,45,0,,43553,0.109375,0.28,0,0
212,52.193396226,0.094339623,19.448202046,44053,0.216913660,0.356503528,0.107277282,0.120639535
1,78,-1,,45340,0.5,0.8,0.342857143,0
10,58.4,-0.1,19.597051932,44423,0.248525884,0.461142857,0.115892857,0.027777778
43,39.441860465,-0.162790698,17.696249704,45314,0.121532405,0.251470881,0.028982499,0
7,65,0,22.412793965,43145,0.205463435,0.397142857,0.085714286,0.041666667
6,51.166666667,0.5,15.263245614,43766,0.168448465,0.305238095,0.090476190,0
8,47.125,-0.375,9.642724867,43009,0.174609375,0.322777778,0.085714286,0
142,48.985915493,-0.147887324,19.215089341,44641,0.252471242,0.419254853,0.124257115,0.083333333
2,44,0.5,4.242640687,43747,0.140625,0.26,0.057142857,0.125
59,46.711864407,-0.016949153,21.938040374,44062,0.196928808,0.335460538,0.084482759,0.111842105
17,46.588235294,0.117647059,13.793380765,43164,0.165654190,0.313300654,0.068818586,0.089285714
33,51,-0.181818182,17.089836161,45335,0.175153831,0.333827509,0.076334776,0.038461538
127,48.653543307,-0.125984252,18.392708162,43311,0.152417678,0.278623806,0.069937101,0.059278351
422,40.014218009,0.255924171,17.761946212,45220,0.134440577,0.257099230,0.045552095,0.032863850
42,47.928571429,-0.214285714,19.174923738,45619,0.121215153,0.235634921,0.046938776,0
25,48.64,-0.32,15.657479576,44214,0.200126504,0.390427329,0.083888528,0.035714286
338,49.050295858,0.017751479,19.298386717,45503,0.174264777,0.310668950,0.071236035,0.131578947
14,40.142857143,-0.285714286,10.988505483,43060,0.118579347,0.23999667,0.045854592,0
4,28,-0.5,6.480740698,43320,0.168529340,0.175252525,0.175595238,0
18,49.222222222,-0.277777778,19.794697910,45772,0.228784722,0.432211590,0.095502645,0.125
1,68,-1,,43345,0.03125,0.04,0.028571429,0
29,47.793103448,-0.310344828,18.109546240,43822,0.198436472,0.356090526,0.070002723,0.032608696
5,49.8,-0.4,19.942417105,43501,0.205256098,0.371181818,0.097142857,0.166666667
209,47.497607656,-0.062200957,18.136269547,45322,0.163379089,0.307225578,0.066460945,0.057565789
15,44.066666667,0.266666667,18.218776291,43137,0.162092826,0.323435473,0.061415816,0.022727273
511,49.095890411,0.041095890,18.853527333,44035,0.166320982,0.298039636,0.078276729,0.066358025
71,49.774647887,-0.098591549,19.443101739,45694,0.160186605,0.268105060,0.058786010,0.004807692
43,52,-0.418604651,18.491954492,44021,0.263508471,0.472934481,0.127479301,0.131313131
397,43.476070529,0.125944584,19.604487135,43402,0.181319735,0.313415043,0.081291657,0.041666667
2,49.5,0,7.778174593,45711,0.0078125,0.02,0,0
15,57.2,-0.266666667,18.303785713,43780,0.200593109,0.380599681,0.089926152,0.057692308
33,49.030303030,-0.121212121,20.512930142,43112,0.248583460,0.433294651,0.118853306,0.239583333
51,51.627450980,-0.117647059,18.815908997,43543,0.163547095,0.323220277,0.063058872,0.019230769
268,51.201492537,0.022388060,19.507716653,44266,0.198651340,0.355388101,0.084057139,0.157582938
54,38.092592593,0.129629630,10.795296877,45225,0.053435694,0.121225643,0.010350087,0.006944444
123,54.552845528,-0.097560976,19.849930112,43953,0.183057560,0.331202386,0.089452508,0.071808511
36,56.277777778,-0.194444444,18.796065107,44851,0.210917874,0.417407407,0.085901832,0.016666667
1,36,0,,45870,0.06779661,0.130434783,0.03030303,0
616,42.522727273,0.262987013,16.697679203,44120,0.138534895,0.243337787,0.058252835,0.001913265
971,45.033985582,0.115345005,17.026839894,43221,0.150714588,0.284002125,0.047703031,0.009245917
175,43.468571429,0.194285714,17.865329092,45406,0.166592369,0.314245252,0.056442713,0.022935780
86,46.697674419,0.197674419,18.240272036,44119,0.148609667,0.282444118,0.055177384,0.004098361
67,51.895522388,0.104477612,18.357670619,43935,0.161657125,0.288134921,0.079821671,0.09375
2,81,-0.5,2.828427125,44687,0.2578125,0.46,0.142857143,0
111,35.198198198,0.045045045,16.345040849,44272,0.112137135,0.221410846,0.027883846,0.078947368
6,49.166666667,-0.166666667,14.524691620,43533,0.244104158,0.46748538,0.109715380,0
1,62,-1,,45779,0.078125,0.16,0.028571429,0
33,43.363636364,-0.060606061,17.193418403,43342,0.206979129,0.381461964,0.094324194,0.0125
2,43.5,0,2.121320344,43468,0.3515625,0.6,0.214285715,0
18,48.5,-0.444444444,16.008269922,44849,0.164370691,0.307966712,0.066269841,0.05
23,48.130434783,-0.173913043,17.715695013,44637,0.275626377,0.475815682,0.106288449,0.069444444
19,51.315789474,-0.421052632,21.213341273,44010,0.203590320,0.371695395,0.093422868,0.057692308
119,40.705882353,0.050420168,17.059890983,44311,0.063051297,0.132669014,0.014890263,0.007936508
8,54,-0.5,18.369228929,43413,0.189413265,0.392631579,0.063690476,0
138,50.521739130,-0.072463768,19.030216998,44904,0.164583133,0.316063256,0.068088740,0.012135922
1,43,0,,43127,0.046875,0.12,0,0
6,55.833333333,-0.166666667,14.797522315,44682,0.404761905,0.688888889,0.191369048,0.55
355,48.250704225,0.039436620,18.891205568,43528,0.146145766,0.285576019,0.044547294,0.018924303
4,47.25,-0.75,11.441882130,44417,0.23546875,0.413157895,0.135714286,0
10,48.4,-0.2,15.064306600,45054,0.161366422,0.324,0.031904762,0.111111111
40,46.125,0.075,18.345945545,44703,0.152576220,0.273826238,0.076531036,0.018518519
4,34.25,-0.5,15.924300089,43106,0.186500754,0.298662587,0.095238095,0.75
857,50.898483081,-0.091015169,18.322403682,44256,0.186618995,0.331287893,0.074593016,0.083211679
5,63.4,-0.4,13.867227553,43549,0.225,0.44,0.097142857,0
10,53.1,-0.3,18.441800346,45146,0.200421082,0.392692308,0.082857143,0.03125
6,57.833333333,-0.166666667,19.853631070,44844,0.284256649,0.494242424,0.166666667,0
181,50.817679558,-0.082872928,19.586132201,43950,0.145111351,0.277991299,0.056356929,0.043706294
15,61.2,-0.4,11.965426385,45873,0.238541667,0.448,0.116190476,0
21,62.857142857,-0.238095238,19.923066316,45390,0.293865196,0.526753247,0.153741497,0.065789474
210,44.961904762,0.138095238,17.880209481,44103,0.078412185,0.156116309,0.027033890,0
151,41.993377483,0.251655629,15.932146409,43205,0.149394454,0.273923591,0.063779975,0.021844660
500,47.768,-0.142,18.829319226,43701,0.184767027,0.335690694,0.074447021,0.005617978
148,50.047297297,0.047297297,19.737506842,45377,0.168590878,0.312936669,0.058438552,0.022522523
383,21.973890339,0.028720627,3.057793623,43210,0.147197727,0.241196678,0.026647329,0
9,48.888888889,0.111111111,15.406528198,45886,0.132691421,0.273820817,0.047916667,0
138,39.884057971,0.202898551,17.559106633,44104,0.114231202,0.223173904,0.040936080,0.003378378
12,55.583333333,-0.416666667,16.822378674,43457,0.182803030,0.393157895,0.045634921,0
21,45.666666667,-0.285714286,16.826566297,45130,0.194499321,0.378073900,0.077777778,0.033333333
3,66.666666667,0,16.289055630,45621,0.09375,0.213333333,0.019047619,0
333,47.975975976,0.075075075,17.627658973,44241,0.126426757,0.239452150,0.049242303,0.053763441
309,50.553398058,-0.093851133,18.778473526,44718,0.162570111,0.298541639,0.063507259,0.033695652
476,42.831932773,0.189075630,18.415357128,45208,0.155629452,0.290175618,0.060652283,0.033171521
17,55.588235294,0,22.037067703,43128,0.284109477,0.436339869,0.142410714,0.038461538
18,56.444444444,-0.333333333,13.844609154,43527,0.190283764,0.344629630,0.100000000,0.014705882
17,49,-0.882352941,17.535677917,44677,0.298877042,0.509682540,0.169654819,0.035714286
16,44.1875,-0.125,17.818412761,43787,0.176724494,0.322358593,0.073754579,0.022727273
9,50.777777778,0.111111111,23.139672522,45696,0.104202586,0.225802469,0.025396825,0
36,48.111111111,0.138888889,20.119326569,45311,0.182063941,0.359258489,0.069663194,0.02
155,53.812903226,-0.303225806,18.876834940,44026,0.237769829,0.425462750,0.119424731,0.079457364
8,51.75,-0.125,13.424391447,45681,0.153680099,0.323928571,0.042857143,0.071428571
12,55.5,-0.583333333,17.531789309,43758,0.244910038,0.430793651,0.139880952,0
7,45.571428571,-0.428571429,27.036131028,43153,0.252463569,0.438095238,0.134693878,0
36,55.277777778,-0.361111111,21.508285594,45338,0.202608934,0.375517307,0.096705147,0
2,69,-1,2.828427125,44652,0.59375,0.86,0.414285715,0.5
2,33,-0.5,4.242640687,43939,0.264297730,0.434659091,0.171515151,0
86,49.848837209,-0.116279070,17.286865086,44833,0.186041002,0.314402277,0.088911383,0.136029412
222,49.666666667,0.153153153,18.600507624,44483,0.179284333,0.314478092,0.088955787,0.082358674
118,45.635593220,-0.288135593,17.802652858,45002,0.185099427,0.353254494,0.068072982,0.009259259
443,45.787810384,-0.029345372,17.134288225,45244,0.164795790,0.296364780,0.060047131,0.003955696
6,55.666666667,-0.333333333,18.062853226,43319,0.147569445,0.313333333,0.042857143,0
20,42.7,-0.15,15.593858440,43044,0.250844208,0.442880952,0.118842341,0.016666667
117,47.521367521,0.094017094,17.165321040,43611,0.146054974,0.279195472,0.064423858,0.025568182
12,58.75,-0.5,21.545406598,45148,0.193658502,0.359285714,0.090476190,0.075
16,53.25,-0.1875,18.699376104,43944,0.211523437,0.3625,0.116071429,0.0625
41,55.585365854,-0.243902439,18.286573777,44842,0.216991870,0.393088687,0.114554677,0.007142857
134,45.619402985,0.059701493,17.708073337,45205,0.127711568,0.267715886,0.034460091,0.028645833
77,48.493506494,-0.012987013,17.429273150,44444,0.181118572,0.325986935,0.076398026,0.070833333
77,45.181818182,-0.168831169,18.594514806,44657,0.192007098,0.338256355,0.058933083,0.078703704
26,54.269230769,-0.269230769,17.110365729,44046,0.235813492,0.414444444,0.122629223,0.107142857
13,49.923076923,-0.076923077,18.865583914,43148,0.122091517,0.244122288,0.044410762,0
102,26.460784314,0.137254902,12.251224686,43022,0.247350629,0.342139603,0.071678409,0.053571429
1,28,0,,45330,0.034482759,0.083333333,0,
17,51.941176471,-0.117647059,20.458710212,44644,0.246414868,0.400028011,0.146871789,0.211538462
77,37.129870130,0.142857143,14.532495936,45214,0.106979904,0.197242319,0.018689494,0
1,29,0,,45032,0.189189189,0.428571429,0.043478261,
5,67,-0.4,21.365860619,44068,0.154779412,0.322,0.046666667,0.05
21,47.190476190,-0.095238095,19.953994707,43569,0.176196809,0.316608187,0.087787299,0.096153846
824,47.845873786,0.008495146,16.520300335,44236,0.150563523,0.278585589,0.056633331,0.020769231
56,51.392857143,-0.232142857,16.847636545,43724,0.264815023,0.459160608,0.136420186,0
129,51.310077519,-0.023255814,19.064364028,44622,0.201591744,0.366272269,0.077481201,0.036764706
82,47.268292683,-0.097560976,20.538460628,45895,0.185276503,0.337616286,0.058672846,0.026785714
64,51.828125,-0.140625,18.303919857,44081,0.226997870,0.415514746,0.094547563,0.036363636
34,50.794117647,-0.264705882,16.723743621,45368,0.273584803,0.487007469,0.141201186,0.064814815
16,52.5,0.1875,20.119642144,45652,0.313092607,0.534232955,0.120761905,0
2,32,0,2.828427125,45155,0.049930971,0.13125,0,0
3,42,0,19.078784028,43927,0.153438783,0.311322751,0.056349206,0
132,50.371212121,0.151515152,17.937297618,44262,0.128108165,0.238437735,0.043564698,0.025700935
3,67.333333333,0,18.583146486,44697,0.197916667,0.44,0.047619048,0
4,38.25,0,10.045728777,45820,0.034307065,0.077777778,0.007142857,0
69,49.869565217,-0.173913043,15.658969468,43011,0.154229420,0.311503790,0.057400088,0
3,39,0,22.605309111,45160,0.088452381,0.158421053,0.020634921,0
1,51,0,,43932,0.015625,0.04,0,0
155,48.529032258,-0.032258065,17.918759551,44830,0.153184871,0.288665910,0.060604043,0.027083333
114,42.412280702,0.192982456,17.915144828,45402,0.130846450,0.234126987,0.042538271,0.021428571
20,41.65,-0.05,13.401786998,43217,0.026466174,0.065638889,0.001428571,0
142,33.105633803,0.091549296,10.898440090,44115,0.057052797,0.116297209,0.017272875,0.004716981
8,54.125,-0.375,22.041762310,43973,0.384373141,0.4025,0.053901561,0
14,59.428571429,-0.5,23.870529902,45646,0.262764481,0.56,0.071201814,0
27,49.259259259,-0.185185185,20.171557647,43450,0.257793559,0.513838918,0.082758621,0.035714286
1,42,0,,45630,0.0625,0.16,0,0
64,50.6875,-0.109375,19.645165809,45121,0.235578013,0.421574242,0.074303811,0.010638298
9,56.333333333,-0.555555556,10.246950766,44855,0.271306818,0.480211640,0.153571429,0
12,47.75,-0.083333333,14.985599148,43466,0.189385208,0.395732386,0.062210078,0
44,46.590909091,0.022727273,20.298147678,44730,0.158162324,0.314782273,0.051498922,0.071428571
18,50.666666667,-0.166666667,21.600653585,45735,0.171967523,0.314166667,0.085714286,0.057692308
5,42.6,-0.4,20.107212636,43347,0.135681818,0.219047619,0.070178571,0
2,54,0.5,22.627416998,44689,0.133060516,0.24,0.071428571,0
21,39.238095238,0.047619048,12.809780490,43116,0.124414422,0.217474535,0.018125,0
50,51.18,-0.02,19.451341699,44270,0.145475662,0.282337602,0.060601743,0.013513514
27,43.740740741,-0.148148148,18.649793962,43783,0.101360925,0.213129898,0.025948930,0.014705882
490,50.112244898,-0.018367347,17.660674980,44039,0.153025831,0.287840656,0.065342238,0.06125
5,68.4,0,12.381437719,45326,0.24375,0.48,0.102857143,0
70,49.271428571,-0.2,18.578405283,45157,0.157360296,0.309068007,0.062994058,0.009433962
26,53.615384615,-0.230769231,18.819302693,43502,0.188508760,0.333921869,0.083879185,0.011904762
263,49.114068441,-0.022813688,19.956305126,44126,0.177708954,0.330917675,0.072816880,0.075354610
2,45,-0.5,4.242640687,45864,0.140625,0.32,0.028571428,0
992,42.497983871,0.057459677,15.887469946,43228,0.085350853,0.168264692,0.023082011,0.007153614
5,35.2,0.4,17.683325479,45768,0.334375,0.468696356,0.062030075,0
16,57.3125,-0.1875,15.772206567,43324,0.225585938,0.452115385,0.083928572,0.053571429
636,42.330188679,-0.028301887,16.839710304,45239,0.092233133,0.179034905,0.032246221,0.002579365
2,43.5,0,6.363961031,43843,0,0,0,0
140,48.85,0.2,20.918796408,44505,0.153532519,0.271366544,0.071877895,0.044270833
87,44.264367816,-0.034482759,17.837418059,43812,0.136972399,0.246488341,0.052891955,0.008474576
7,52.714285714,-0.142857143,17.528208558,45743,0.125,0.257142857,0.040816327,0.041666667
85,50.129411765,0.188235294,20.444924993,44117,0.171415752,0.311477411,0.064027511,0.003676471
281,44.818505338,0.053380783,17.792428543,43223,0.083461107,0.166893018,0.028753271,0.015706806
3,38.666666667,0,23.692474192,45859,0.128464912,0.261414141,0.028571429,0
136,43.485294118,0.022058824,15.881498807,45404,0.071495474,0.146206122,0.019861956,0.010416667
1,47,-1,,45332,0.125,0.24,0.057142857,0
52,36.153846154,0.192307692,13.351044044,44302,0.113530385,0.209358206,0.030520179,0.021739130
1,30,-1,,45688,0.268292683,0.5,0.12,
524,40.261450382,0.261450382,18.449309464,45701,0.157096344,0.271721452,0.062684945,0.030575540
12,44.75,-0.333333333,20.512191497,45306,0.187107308,0.369166667,0.040476191,0
140,41.685714286,0.107142857,15.880890156,43605,0.112235967,0.201552535,0.048111842,0.044117647
215,48.037209302,-0.167441860,18.468677997,43050,0.158653331,0.277208028,0.072839786,0.007961783
8,41.75,0.125,16.228282191,45101,0.087890625,0.205,0.014285714,0
32,59.5625,0,22.027750094,43430,0.231617424,0.443770292,0.097781385,0.009259259
2,35.5,-0.5,21.920310217,45004,0.209375,0.45,0.057142857,0
1087,46.697332107,0.060717571,17.641598209,45242,0.150050235,0.274632745,0.043821840,0.005233990
12,44.166666667,-0.166666667,20.639033334,44878,0.284540720,0.446666667,0.103896104,0.125
8,43,-0.25,19.033804514,43443,0.137588944,0.279583333,0.028571429,0.05
409,44.821515892,0.095354523,18.477727097,43614,0.145505987,0.285018226,0.051870078,0.028431373
285,42.073684211,0.059649123,14.893217644,43240,0.084969276,0.151303665,0.012923879,0.003865979
315,45.841269841,0.088888889,17.344033234,44138,0.143352003,0.254567478,0.073040582,0.003275109
15,51.866666667,-0.266666667,20.258566677,44441,0.131547619,0.246666667,0.057142857,0
153,47.928104575,-0.228758170,16.955865533,45030,0.151940375,0.308757250,0.052570030,0.008196721
112,50.928571429,-0.267857143,19.488372272,45807,0.204725863,0.351240065,0.104794341,0.056547619
3470,44.8,0.051873199,16.125169803,43016,0.122394714,0.235090889,0.026225209,0.004718836
14,46.571428571,0.142857143,12.768436358,44675,0.191571842,0.376428571,0.079783163,0
6,49.333333333,-0.166666667,24.565558546,43521,0.198090278,0.400579710,0.033333333,0.125
14,50.785714286,-0.357142857,21.035422767,43003,0.194128961,0.338435374,0.108410637,0.045454545
47,44.787234043,0.127659574,19.313136068,45416,0.172927379,0.304420957,0.046408730,0.022727273
479,47.482254697,0.106471816,17.617721154,44129,0.146478568,0.253416034,0.074706355,0.025500911
1952,47.053790984,0.085040984,18.111440324,43235,0.124862162,0.242712042,0.039264836,0.014636449
9,45.111111111,-0.222222222,20.636402572,45658,0.178468757,0.369814815,0.055135387,0
1,59,0,,43985,0.015625,0.04,0,0
245,49.8,-0.240816327,19.701377167,44883,0.213535230,0.366030903,0.103588419,0.090355805
4,42.5,-0.25,25.488559525,43438,0.135602678,0.277142857,0.021428572,0.125
83,53.168674699,-0.216867470,19.663522795,44615,0.250664249,0.466884158,0.109668911,0
1,65,0,,43717,0.21875,0.4,0.114285714,0
169,46.573964497,-0.071005917,18.848601919,45504,0.158456327,0.286403722,0.070082317,0.081896552
146,49.445205479,-0.061643836,17.249500071,44233,0.176237736,0.331508068,0.066485454,0.049180328
35,45.685714286,-0.171428571,17.845367546,43832,0.183993581,0.362183944,0.055799202,0.079545455
104,44.278846154,0.153846154,18.369696834,44485,0.137851860,0.248108998,0.065728136,0.0625
15,49.333333333,-0.066666667,19.404221436,44430,0.217291667,0.409333333,0.088888889,0
2,50,0,7.071067812,45816,0.109375,0.26,0.014285714,0
1,30,0,,43111,0,0,0,
7,51.142857143,-0.142857143,12.667919738,45729,0.112703634,0.243116883,0.032653061,0
3,35.666666667,-0.333333333,25.482019805,44503,0.239583333,0.45,0.057142857,0.25
30,53.633333333,-0.033333333,18.981812227,44889,0.214474206,0.394074074,0.102105933,0.0625
297,45.952861953,-0.033670034,16.914464870,45103,0.123594889,0.239953319,0.045475043,0.014823718
48,47.166666667,-0.0625,17.382227820,45648,0.148842522,0.303773683,0.048468502,0.006944444
11,64.454545455,-0.363636364,15.095453861,44082,0.273136556,0.474150198,0.154978355,0.045454545
39,47.102564103,-0.025641026,16.234782140,44621,0.208275758,0.381574057,0.100843463,0.017241379
310,45.106451613,-0.129032258,17.420507119,45371,0.128696802,0.232371179,0.056035869,0.014639640
33,49.121212121,-0.515151515,17.912561193,43727,0.302115808,0.588567493,0.119434683,0.01
58,49.224137931,-0.051724138,18.703637983,43964,0.193683986,0.347461430,0.095452136,0.083333333
32,49.28125,-0.78125,16.706642247,45623,0.284233570,0.534151508,0.133931629,0
18,43.944444444,-0.444444444,18.203012751,43358,0.219460869,0.362859874,0.071708683,0.025
183,45.191256831,0.295081967,21.523856686,45213,0.182855328,0.350373229,0.065479497,0.039972900
45,54.866666667,0.2,19.637163283,44436,0.288994689,0.533470435,0.142878124,0
13,50.846153846,-0.307692308,18.160608258,43013,0.207917430,0.383931624,0.105494505,0
4,54.75,0.75,16.839932700,44404,0.2109375,0.4,0.1,0
