Number of Rows (Aggregated),avg_age,age_stddev,CODED_PARTY_AFFILIATION,CITY,Score,General,Primary,Special
8,46.5,16.239282180,-0.5,CUMBERLAND,0.214581515,0.354181287,0.130357143,0
7,46.714285714,21.522966692,-0.285714286,LARUE,0.171842013,0.310476191,0.081632653,0.125
21,39.238095238,12.809780490,0.047619048,COMMERCIAL POINT,0.124414422,0.217474535,0.018125,0
2,35,21.213203436,0,CONTINENTAL,0.225,0.53,0.014285714,0.25
68,47.014705882,18.731801235,-0.058823529,LEXINGTON,0.167941193,0.316761729,0.070426701,0.011627907
16,44.1875,17.818412761,-0.125,STOCKPORT,0.176724494,0.322358593,0.073754579,0.022727273
111,35.198198198,16.345040849,0.045045045,ROOTSTOWN,0.112137135,0.221410846,0.027883846,0.078947368
114,49.359649123,18.510043766,-0.017543860,MORROW,0.197783306,0.328828247,0.091667243,0.065217391
1,69,,-1,POINT PLEASANT,0.203125,0.32,0.142857143,0
27,55.185185185,19.637164602,-0.185185185,LODI,0.182011060,0.323968788,0.089688706,0.119565217
1,70,,-1,SINKING SPRING,0.4375,0.76,0.257142857,0
5,37.6,3.049590136,-0.4,MENDON,0.078011364,0.142393375,0.040840336,0
6,52,18.729655630,0.166666667,LAKEMORE,0.243695175,0.453636364,0.120779221,0
238,49.478991597,18.369323511,-0.100840336,ALLIANCE,0.171179955,0.327535558,0.067173294,0.047551789
5,43,12.884098727,-0.2,THURSTON,0.206065226,0.427038462,0.069428571,0
868,43.140552995,17.167297192,0.210829493,LAKEWOOD,0.141396758,0.253714014,0.062185806,0.004181601
10,58.7,16.384613378,-0.1,CORNING,0.234260671,0.44375,0.111428572,0
85,51.211764706,19.429416895,-0.211764706,CAREY,0.180894872,0.329740223,0.088671974,0.014925373
17,49,17.535677917,-0.882352941,SMITHVILLE,0.298877042,0.509682540,0.169654819,0.035714286
8,43,19.033804514,-0.25,LUCKEY,0.137588944,0.279583333,0.028571429,0.05
3781,45.666754827,17.872180734,0.051044697,DAYTON,0.132996638,0.245416616,0.050599745,0.019810838
16,52.75,16.502525059,-0.4375,SULLIVAN,0.234650237,0.41515625,0.1175,0.115384615
116,52.689655172,18.556336685,-0.137931034,HURON,0.229889486,0.411801804,0.115461183,0.051630435
1,26,,0,WHITE COTTAGE,0.08,0.181818182,0,
7,43.857142857,16.767315144,0,QUINCY,0.212987013,0.502857143,0.024489796,0
8,54,18.369228929,-0.5,CYGNET,0.189413265,0.392631579,0.063690476,0
1,74,,1,MORRAL,0.296875,0.6,0.114285714,0
453,48.750551876,18.106055089,0.013245033,MACEDONIA,0.135368348,0.259784313,0.051785853,0.006091618
1,66,,0,WINESBURG,0.1875,0.44,0.028571429,0
164,50.146341463,19.969069304,-0.121951220,MADISON,0.208397283,0.358535452,0.099095270,0.174435028
6,55.833333333,14.797522315,-0.166666667,TUSCARAWAS,0.404761905,0.688888889,0.191369048,0.55
21,54.761904762,19.395630338,-0.047619048,MARBLEHEAD,0.126544230,0.252510823,0.044897959,0.014705882
7,38.857142857,14.380873541,0.285714286,MOSCOW,0.188793680,0.330395795,0.096683674,0
13,52.307692308,16.494365782,0.153846154,LAKE MILTON,0.148705841,0.280213675,0.070588235,0
77,49.870129870,18.420776778,0.038961039,SHEFFIELD VILLAGE,0.156703573,0.269663122,0.067351262,0.071428571
82,47.268292683,20.538460628,-0.097560976,WAPAKONETA,0.185276503,0.337616286,0.058672846,0.026785714
1070,46.151401869,16.515476567,-0.016822430,MIDDLETOWN,0.120977583,0.237895783,0.038614444,0.033622112
17,51.941176471,20.458710212,-0.117647059,MALVERN,0.246414868,0.400028011,0.146871789,0.211538462
14,43.357142857,16.946100722,-0.071428571,NEW LEXINGTON,0.093974754,0.188527668,0.030852341,0
76,52.263157895,19.636271487,-0.210526316,KENTON,0.205702807,0.373591423,0.100795568,0.043103448
6,49.166666667,14.524691620,-0.166666667,LYONS,0.244104158,0.46748538,0.109715381,0
27,58.148148148,19.524548067,-0.037037037,ANDOVER,0.178365902,0.338793804,0.076783710,0.065217391
412,48.781553398,19.274451391,0.097087379,ROCKY RIVER,0.170150971,0.308640598,0.070248466,0.005894962
281,48.028469751,19.217158650,0.071174377,BEREA,0.170251680,0.306340502,0.073444380,0.026190476
34,46.676470588,18.680277378,-0.235294118,WEST MILTON,0.175190034,0.334349102,0.074709662,0.054347826
12,55.583333333,16.822378674,-0.416666667,RISINGSUN,0.182803030,0.393157895,0.045634921,0
159,48.213836478,16.981138002,-0.207547170,SUNBURY,0.205400852,0.363412825,0.082042502,0.065384615
12,50.833333333,22.147576651,-0.416666667,WAYNESFIELD,0.161739645,0.302413420,0.073214286,0
3,54.666666667,18.147543452,-0.666666667,RADCLIFF,0.182484568,0.35,0.0875,0
8,55,17.336995950,-0.625,ROSSBURG,0.175688271,0.383660714,0.039810924,0.071428571
11,47.909090909,17.443936170,-0.272727273,ST HENRY,0.179160927,0.367984190,0.058441558,0
77,48.493506494,17.429273150,-0.012987013,NEWTON FALLS,0.181118572,0.325986935,0.076398026,0.070833333
736,42.974184783,16.138284625,0.005434783,CANAL WINCHESTER,0.114832887,0.207637927,0.042932903,0.026673294
109,50.889908257,18.247445001,-0.311926606,BUCYRUS,0.210180123,0.374096829,0.102550697,0.112804878
3,42.333333333,36.170890690,0,MURRAY CITY,0.178819444,0.313333333,0.019047619,0
1220,38.028688525,16.641123339,0.240983607,CLEVELAND HTS,0.126989673,0.230668594,0.048195823,0.003591954
8,53,13.136644494,-0.5,FRESNO,0.195951184,0.398005952,0.071533614,0.035714286
18,52.888888889,19.601587237,-0.444444444,PANDORA,0.246354167,0.461111111,0.104761905,0.066666667
1,74,,1,WINONA,0.5625,0.84,0.428571429,0
27,50.703703704,16.250005479,-0.222222222,LAKEVIEW,0.133420451,0.268171861,0.043301143,0.035714286
299,52.167224080,19.590577690,0.050167224,SEVEN HILLS,0.172178662,0.298949144,0.094141374,0.042016807
87,46.540229885,18.588446398,-0.183908046,JACKSON,0.143412918,0.280996424,0.052554735,0.035714286
17,38.941176471,17.580068928,-0.529411765,LAURA,0.240588235,0.369098659,0.093802521,0.027777778
442,48.036199095,18.816901556,0.020361991,WILLOUGHBY,0.148475037,0.284982438,0.057916480,0.024946921
44,46.590909091,20.298147678,0.022727273,EAST CANTON,0.158162324,0.314782273,0.051498922,0.071428571
245,41.502040816,16.489843991,0.171428571,UNIVERSITY HTS,0.132019945,0.235594609,0.051682454,0.003355705
15,49.333333333,19.404221436,-0.066666667,LEAVITTSBURG,0.217291667,0.409333333,0.088888889,0
26,44.538461538,17.456759766,-0.346153846,ST PARIS,0.157161691,0.281767399,0.080228642,0
1041,42.898174832,16.342229585,-0.013448607,PATASKALA,0.069777216,0.123563751,0.027532724,0.012633287
16,44,13.574485871,0.125,NORTH PERRY,0.299541206,0.563099748,0.128058339,0.104166667
559,49.565295170,19.126599857,-0.008944544,MASSILLON,0.189382829,0.340399442,0.077325538,0.047417272
69,49.869565217,15.658969468,-0.173913043,CENTERBURG,0.154229420,0.311503790,0.057400088,0
15,46.733333333,18.140194780,-0.133333333,MEDWAY,0.144791667,0.256,0.078095238,0.045454545
2045,44.929095355,16.640622948,0.044009780,HILLIARD,0.126933075,0.236473346,0.041151833,0.017869299
9,43.333333333,20.663978320,-0.111111111,MINFORD,0.114399040,0.246060606,0.033381434,0
4,64.25,19.414341778,-0.75,ALVADA,0.356792903,0.562608696,0.229004329,0.1875
150,47.86,17.906554610,-0.166666667,WILMINGTON,0.167212385,0.307207205,0.076581515,0.064732143
21,46.380952381,18.985458094,0.047619048,WEST LIBERTY,0.175496032,0.303200237,0.102120848,0.016666667
13,57.769230769,21.264813841,0.076923077,SEBRING,0.150209325,0.276808409,0.073924482,0.027777778
18,46.5,15.259519690,-0.222222222,BRISTOLVILLE,0.200025246,0.383853276,0.079960318,0.057692308
14,49,17.558692785,-0.142857143,RUSHVILLE,0.251711309,0.410396825,0.085920330,0.083333333
1,43,,0,HAYDENVILLE,0.046875,0.12,0,0
361,50.443213296,18.771512538,-0.060941828,CHAGRIN FALLS,0.182486015,0.331760653,0.072232471,0.044580420
12,58.75,21.545406598,-0.5,MIDLAND,0.193658502,0.359285714,0.090476190,0.075
1,66,,1,W MILLGROVE,0.4375,0.84,0.2,0
220,45.922727273,17.542861583,0.095454545,OLMSTED TWP,0.150524953,0.259464358,0.080854005,0.004746835
37,55.621621622,22.064742302,-0.270270270,CRESTLINE,0.256676764,0.451413537,0.135227359,0.112068966
98,49.561224490,18.535597586,0.010204082,SHEFFIELD LAKE,0.159432297,0.263004680,0.060044228,0.103896104
59,46.711864407,21.938040374,-0.016949153,MIDDLEFIELD,0.196928808,0.335460538,0.084482759,0.111842105
1,36,,1,SAVANNAH,0.120689655,0.272727273,0.03030303,0
35,48.542857143,18.438040691,-0.257142857,HEBRON,0.233431820,0.405578231,0.097179781,0.046296296
5,63.4,13.867227553,-0.4,NEY,0.225,0.44,0.097142857,0
23,59.347826087,18.069584429,-0.304347826,JEROMESVILLE,0.287227846,0.505764081,0.157199322,0.0625
628,48.683121019,18.854007273,-0.060509554,NORTH CANTON,0.176330194,0.321145676,0.067058890,0.045751634
69,51.188405797,19.940555307,-0.202898551,NAVARRE,0.293505082,0.465727122,0.121160878,0.051886792
55,58.527272727,20.270261510,0.018181818,BELLAIRE,0.208247655,0.364503739,0.113073593,0.032608696
58,49.224137931,18.703637983,-0.051724138,TORONTO,0.193683986,0.347461430,0.095452136,0.083333333
12,53.416666667,18.874987457,-0.083333333,BEALLSVILLE,0.195363292,0.346782233,0.090873016,0.21875
603,46.351575456,15.889541160,-0.006633499,COPLEY,0.126597117,0.239688934,0.037069435,0.007709251
71,49.774647887,19.443101739,-0.098591549,WHEELERSBURG,0.160186605,0.268105060,0.058786010,0.004807692
3,40.333333333,23.028967266,0,MT ORAB,0.401041667,0.506666667,0,0
2017,43.713435796,14.392636970,0.056023798,LEWIS CENTER,0.114032864,0.215967213,0.031544117,0.003807107
2,40,4.242640687,0,BOSTON HEIGHTS,0.097916666,0.232173913,0.014705882,0
63,48.730158730,17.997496555,-0.317460317,HARTVILLE,0.189518144,0.334167898,0.099011827,0.067708333
8,44.875,18.216456453,0.125,STOUTSVILLE,0.195969178,0.365,0.085714286,0
9,50.777777778,23.139672522,0.111111111,WILLOW WOOD,0.104202586,0.225802469,0.025396825,0
1,41,,-1,ALPHA,0.046875,0.08,0.028571429,0
386,48.777202073,18.643256458,-0.085492228,UNIONTOWN,0.193992804,0.350363625,0.078802004,0.042955326
48,47.166666667,17.382227820,-0.0625,LUCASVILLE,0.148842522,0.303773683,0.048468502,0.006944444
18,46,12.184850768,0.111111111,LIBERTY TWP,0.067675823,0.151633197,0.014574315,0
1477,49.584292485,18.203434032,0.048747461,STRONGSVILLE,0.145782007,0.268591753,0.061504606,0.004678363
8,41.75,16.228282191,0.125,ABERDEEN,0.087890625,0.205,0.014285714,0
37,48.459459459,21.733991036,0.081081081,WEST UNION,0.170634336,0.312190635,0.084423843,0
51,48.960784314,17.007011242,-0.176470588,CARDINGTON,0.234040166,0.427615022,0.109346836,0.064583333
33,43.363636364,17.193418403,-0.060606061,PROSPECT,0.206979129,0.381461964,0.094324194,0.0125
397,46.740554156,17.893362369,-0.075566751,WADSWORTH,0.168187116,0.314493347,0.059790759,0.016439909
699,48.690987124,19.046739872,0.127324750,WORTHINGTON,0.172273236,0.321614875,0.064009473,0.039499037
184,50.054347826,18.794758094,0.038043478,WILLOUGHBY HILLS,0.170676641,0.309134348,0.065665263,0.039285714
5,35.2,17.683325479,0.4,NEWPORT,0.334375,0.468696356,0.062030075,0
4,62.5,16.901676445,-0.5,STONE CREEK,0.300905258,0.53,0.171638655,0
387,46.545219638,15.543350598,-0.049095607,GALENA,0.172633716,0.310140682,0.062061946,0.018608414
200,49.695,20.085545066,-0.185,MARIETTA,0.172150012,0.301067603,0.079496025,0
8,40.125,22.471807735,0.5,KIRTLAND HILLS,0.507572751,0.435714286,0.206349206,0
10,55.6,16.008331164,-0.1,PLEASANT PLAIN,0.278818741,0.520909091,0.131601732,0.055555556
